,_id,meta_title,page_title,meta_description,views,times_used,prod_title,prod_invoice_title,tags,variation,product-features,popularSuggest,specifications,more_information,categoryId,created_at,schema
270,924658,Allied Healthcare 20-08-0005 - McKesson Medical-Surgical,Allied Healthcare 20-08-0005 - McKesson Medical-Surgical,Suction Canister Allied® 2400 mL Lid Allied Healthcare 20-08-0005,683,,Suction Canister Allied® 2400 mL Lid,CANISTER SUCT 2400ML 36/CS W/TUBE,[],[],"['The snap-on lid is easy to attach to the Suction Canister and virtually impossible to remove', 'The unique D.I.S.S. connection allows for direct connection to the regulator', 'The new improved self-sealing filter increases flow by 20% over float types and eliminates back flow that damages the suction regulator and system', 'PVC tubing, 72 Inch, 1/4 Inch ID']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '924658', 'Manufacturer #': '20-08-0005', 'Brand': 'Allied®', 'Manufacturer': 'Allied Healthcare', 'Country of Origin': 'Unknown', 'Application': 'Suction Canister', 'Material': 'Plastic', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}",[],1412952,2022-05-01 23:48:40.435437,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': '', 'description': 'Suction Canister Allied® 2400 mL Lid', 'manufacturer': 'Allied Healthcare', 'mpn': '20-08-0005', 'model': '20-08-0005', 'brand': {'@type': 'Thing', 'name': 'Allied®'}}"
271,1066344,HK Surgical BC-02 - McKesson Medical-Surgical,HK Surgical BC-02 - McKesson Medical-Surgical,Suction Canister Baxter 1500 mL Without Lid HK Surgical BC-02,683,,Suction Canister Baxter 1500 mL Without Lid,"CANISTER, BAXTER 1500CC (2/CS)/BAXTER LINES (2/CS)",[],[],"['Easy to use', 'Made from a durable hard-shell plastic']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1066344', 'Manufacturer #': 'BC-02', 'Brand': 'Baxter', 'Manufacturer': 'HK Surgical', 'Country of Origin': 'United States', 'Application': 'Suction Canister', 'Material': 'Plastic', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}",[],1412952,2022-05-01 22:54:07.786206,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1066344.jpg', 'description': 'Suction Canister Baxter 1500 mL Without Lid', 'manufacturer': 'HK Surgical', 'mpn': 'BC-02', 'model': 'BC-02', 'brand': {'@type': 'Thing', 'name': 'Baxter'}}"
272,943245,Roscoe Medical 50038 - McKesson Medical-Surgical,Roscoe Medical 50038 - McKesson Medical-Surgical,Suction Canister 800 mL Pour Lid Roscoe Medical 50038,683,,Suction Canister 800 mL Pour Lid,"CANISTER, SUCTION 800CC (12/CS)",[],[],"['Raised etched cc increments', 'Lid comes with auto shut-off float valve']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '943245', 'Manufacturer #': '50038', 'Manufacturer': 'Roscoe Medical', 'Country of Origin': 'Taiwan', 'Application': 'Suction Canister', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}",[],1412952,2022-05-01 23:05:21.549298,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/943245.JPG', 'description': 'Suction Canister 800 mL Pour Lid', 'manufacturer': 'Roscoe Medical', 'mpn': '50038', 'model': '50038', 'brand': {'@type': 'Thing', 'name': ''}}"
273,650137,Allied Healthcare 22-10-0004 - McKesson Medical-Surgical,Allied Healthcare 22-10-0004 - McKesson Medical-Surgical,Vacuum Bottle Allied® 1 Quart Lid Allied Healthcare 22-10-0004,72,,Vacuum Bottle Allied® 1 Quart Lid,"BOTTLE, COLLECTION & LID ASSMB",[],[],"['Collection bottle assemblies are used for the collection of aspirated material', 'Cap and float assembly is autoclavable', 'Positive shut-off cap and float assembly that interrupts suction to help prevent fluid carryover into the regulator or central vacuum system']","[829961, 230807, 184906, 490658]","{'McKesson #': '650137', 'Manufacturer #': '22-10-0004', 'Brand': 'Allied®', 'Manufacturer': 'Allied Healthcare', 'Country of Origin': 'Unknown', 'Application': 'Vacuum Bottle', 'Material': 'Glass', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}",[],1412952,2022-05-01 23:48:43.889190,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Vacuum Bottle', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/650137.jpg', 'description': 'Vacuum Bottle Allied® 1 Quart Lid', 'manufacturer': 'Allied Healthcare', 'mpn': '22-10-0004', 'model': '22-10-0004', 'brand': {'@type': 'Thing', 'name': 'Allied®'}}"
274,955843,Innovative Med Inc AGB-600 - McKesson Medical-Surgical,Innovative Med Inc AGB-600 - McKesson Medical-Surgical,Suction Canister 600 mL Innovative Med Inc AGB-600,683,,Suction Canister 600 mL,CANISTER SUCTION 600ML,[],[],['With cap or stopper'],"[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '955843', 'Manufacturer #': 'AGB-600', 'Manufacturer': 'Innovative Med Inc', 'Country of Origin': 'United States', 'Application': 'Suction Canister', 'Material': 'Glass', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}",[],1412952,2022-05-01 22:54:51.159810,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/955843.JPG', 'description': 'Suction Canister 600 mL', 'manufacturer': 'Innovative Med Inc', 'mpn': 'AGB-600', 'model': 'AGB-600', 'brand': {'@type': 'Thing', 'name': ''}}"
275,1196359,Allied Healthcare 22-93-0020 - McKesson Medical-Surgical,Allied Healthcare 22-93-0020 - McKesson Medical-Surgical,Collection Bottle Vacutron® 473 mL Without Lid Allied Healthcare 22-93-0020,0,,Collection Bottle Vacutron® 473 mL Without Lid,"JAR, SUCTION GLASS PINT (12/CS)",[],[],"['Glass Bottle Only', 'Collection bottle assemblies are used for the collection of aspirated material', 'Autoclavable']",[],"{'McKesson #': '1196359', 'Manufacturer #': '22-93-0020', 'Brand': 'Vacutron®', 'Manufacturer': 'Allied Healthcare', 'Country of Origin': 'Unknown', 'Application': 'Collection Bottle', 'Material': 'Glass', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}",[],1412952,2022-05-01 23:48:40.674149,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Collection Bottle', 'image': '', 'description': 'Collection Bottle Vacutron® 473 mL Without Lid', 'manufacturer': 'Allied Healthcare', 'mpn': '22-93-0020', 'model': '22-93-0020', 'brand': {'@type': 'Thing', 'name': 'Vacutron®'}}"
276,842559,Drive Medical 7314D-603 - McKesson Medical-Surgical,Drive Medical 7314D-603 - McKesson Medical-Surgical,Canister Vacu-Aide® QSU 1200 mL Float Valve Shut-Off Lid Drive Medical 7314D-603,126,,Canister Vacu-Aide® QSU 1200 mL Float Valve Shut-Off Lid,"COLLECTION CONTAINER KIT, CANSTR 1200ML/FLTR/EL DEVIBS",[],[],"['Reusable container', 'Single Patient Use']","[243809, 986763, 360719, 986459]","{'McKesson #': '842559', 'Manufacturer #': '7314D-603', 'Brand': 'Vacu-Aide® QSU', 'Manufacturer': 'Drive Medical', 'Country of Origin': 'United States', 'Application': 'Canister', 'Material': 'Plastic', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}",[],1412952,2022-05-01 22:50:38.152917,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Canister', 'image': '', 'description': 'Canister Vacu-Aide® QSU 1200 mL Float Valve Shut-Off Lid', 'manufacturer': 'Drive Medical', 'mpn': '7314D-603', 'model': '7314D-603', 'brand': {'@type': 'Thing', 'name': 'Vacu-Aide® QSU'}}"
277,358183,Cardinal 65652-512 - McKesson Medical-Surgical,Cardinal 65652-512 - McKesson Medical-Surgical,Suction Canister Medi-Vac® CRD™ 1000 mL Without Lid Cardinal 65652-512,683,,Suction Canister Medi-Vac® CRD™ 1000 mL Without Lid,"CANISTER, CRD SCTN ON-OFF/BRCKT 1000CC(1/CS)",[],[],"['With Internal On / Off Valve, Extended Bracket Holder', 'Comes with the following preattached: 65652-131 Universal female D.I.S.S. preattached tubing for connection to Suction Canister', 'Wall to outer edge of Suction Canister: 12-1%XE2?%X844 Inch']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '358183', 'Manufacturer #': '65652-512', 'Brand': 'Medi-Vac® CRD™', 'Manufacturer': 'Cardinal', 'Country of Origin': 'TAA Compliant', 'Application': 'Suction Canister', 'Material': 'Polycarbonate', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}",[],1412952,2022-05-02 00:23:47.311129,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/CARDNL_358183.JPG', 'description': 'Suction Canister Medi-Vac® CRD™ 1000 mL Without Lid', 'manufacturer': 'Cardinal', 'mpn': '65652-512', 'model': '65652-512', 'brand': {'@type': 'Thing', 'name': 'Medi-Vac® CRD™'}}"
278,718374,Graham-Field JB0112-016B - McKesson Medical-Surgical,Graham-Field JB0112-016B - McKesson Medical-Surgical,Vacuum Bottle John Bunn Vacutec 800 mL Graham-Field JB0112-016B,72,,Vacuum Bottle John Bunn Vacutec 800 mL,"BOTTLE, COLLECTION VACUTEC 800EV2 (6/CS)",[],[],"['Single Patient Use', 'WARNING: Cancer and Reproductive Harm - www.P65Warnings.ca.gov.']","[829961, 230807, 184906, 490658]","{'McKesson #': '718374', 'Manufacturer #': 'JB0112-016B', 'Brand': 'John Bunn Vacutec', 'Manufacturer': 'Graham-Field', 'Country of Origin': 'Unknown', 'Application': 'Vacuum Bottle', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}",[],1412952,2022-05-01 22:53:16.376434,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Vacuum Bottle', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/718374.jpg', 'description': 'Vacuum Bottle John Bunn Vacutec 800 mL', 'manufacturer': 'Graham-Field', 'mpn': 'JB0112-016B', 'model': 'JB0112-016B', 'brand': {'@type': 'Thing', 'name': 'John Bunn Vacutec'}}"
279,1072581,Jedmed Instrument Company K907015-B - McKesson Medical-Surgical,Jedmed Instrument Company K907015-B - McKesson Medical-Surgical,Suction Canister Jedmed Instrument Company K907015-B,683,,Suction Canister,"TUBING, SUCTION CANISTER PMP SMOKED EVAC 100'",[],[],['Smoked tubing'],"[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1072581', 'Manufacturer #': 'K907015-B', 'Manufacturer': 'Jedmed Instrument Company', 'Country of Origin': 'United States', 'Application': 'Suction Canister', 'UNSPSC Code': '42293515', 'Usage': 'Disposable'}",[],1412952,2022-05-01 22:56:05.964716,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': '', 'description': 'Suction Canister', 'manufacturer': 'Jedmed Instrument Company', 'mpn': 'K907015-B', 'model': 'K907015-B', 'brand': {'@type': 'Thing', 'name': ''}}"
280,935572,Innovative Med Inc AC2000CC - McKesson Medical-Surgical,Innovative Med Inc AC2000CC - McKesson Medical-Surgical,Suction Canister 2000 mL Innovative Med Inc AC2000CC,683,,Suction Canister 2000 mL,CANISTER SUCTION 2000CC ABBOTT,[],[],[],"[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '935572', 'Manufacturer #': 'AC2000CC', 'Manufacturer': 'Innovative Med Inc', 'Country of Origin': 'United States', 'Application': 'Suction Canister', 'UNSPSC Code': '42293521'}",[],1412952,2022-05-01 22:54:54.441255,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': '', 'description': 'Suction Canister 2000 mL', 'manufacturer': 'Innovative Med Inc', 'mpn': 'AC2000CC', 'model': 'AC2000CC', 'brand': {'@type': 'Thing', 'name': ''}}"
281,726049,Summit Medical 3-TT-FILTRON 500 - McKesson Medical-Surgical,Summit Medical 3-TT-FILTRON 500 - McKesson Medical-Surgical,Canister Tissu-Trans® FiltrOn 500 mL Snap-On Lid Summit Medical 3-TT-FILTRON 500,126,,Canister Tissu-Trans® FiltrOn 500 mL Snap-On Lid,"FILTRON SYSTEM, TISSUE TRANS 500CC STR SHIPRT",[],[],"['Engineered for high vacuum liposuction procedures', 'Filters out non-viable cells during harvest', 'Fat easily transfered directly into syringes']","[243809, 986763, 360719, 986459]","{'McKesson #': '726049', 'Manufacturer #': '3-TT-FILTRON 500', 'Brand': 'Tissu-Trans® FiltrOn', 'Manufacturer': 'Summit Medical', 'Country of Origin': 'Unknown', 'Application': 'Canister', 'Material': 'Plastic', 'Sterility': 'Sterile', 'UNSPSC Code': '42293511', 'Usage': 'Disposable'}",[],1412952,2022-05-01 23:07:54.872263,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/726049.jpg', 'description': 'Canister Tissu-Trans® FiltrOn 500 mL Snap-On Lid', 'manufacturer': 'Summit Medical', 'mpn': '3-TT-FILTRON 500', 'model': '3-TT-FILTRON 500', 'brand': {'@type': 'Thing', 'name': 'Tissu-Trans® FiltrOn'}}"
282,1073188,Jedmed Instrument Company K907012-B - McKesson Medical-Surgical,Jedmed Instrument Company K907012-B - McKesson Medical-Surgical,Suction Canister Jedmed Instrument Company K907012-B,683,,Suction Canister,"TUBING, SCTN CANISTER PER FOOTBLK",[],[],['Black tubing'],"[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1073188', 'Manufacturer #': 'K907012-B', 'Manufacturer': 'Jedmed Instrument Company', 'Country of Origin': 'United States', 'Application': 'Suction Canister', 'UNSPSC Code': '42293515'}",[],1412952,2022-05-01 22:56:00.491075,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': '', 'description': 'Suction Canister', 'manufacturer': 'Jedmed Instrument Company', 'mpn': 'K907012-B', 'model': 'K907012-B', 'brand': {'@type': 'Thing', 'name': ''}}"
283,359653,Cardinal 65651-700 - McKesson Medical-Surgical,Cardinal 65651-700 - McKesson Medical-Surgical,Suction Canister Medi-Vac® Cardinal 65651-700,683,,Suction Canister Medi-Vac®,"CANISTER, CRITICAL MEASURE (5 0/CS)",[],[],"['Small volume measuring device', 'Used to closely monitor collected fluid volume when precise measurements are needed', 'Graduated in 5cc increments up to 300cc, fits over pour/accessory port, includes 12 in. tandem tube']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '359653', 'Manufacturer #': '65651-700', 'Brand': 'Medi-Vac®', 'Manufacturer': 'Cardinal', 'Country of Origin': 'TAA Compliant', 'Application': 'Suction Canister', 'UNSPSC Code': '42293521'}",[],1412952,2022-05-02 00:23:45.520883,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/359653_PC.jpg', 'description': 'Suction Canister Medi-Vac®', 'manufacturer': 'Cardinal', 'mpn': '65651-700', 'model': '65651-700', 'brand': {'@type': 'Thing', 'name': 'Medi-Vac®'}}"
284,1075070,AG Industries AG-1500 - McKesson Medical-Surgical,AG Industries AG-1500 - McKesson Medical-Surgical,Suction Canister 1500 mL Turret Lid AG Industries AG-1500,683,,Suction Canister 1500 mL Turret Lid,"CANISTER, SCTN W/TURRET LID 1500CC (45/CS)",[],[],[],"[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1075070', 'Manufacturer #': 'AG-1500', 'Manufacturer': 'AG Industries', 'Country of Origin': 'Unknown', 'Application': 'Suction Canister', 'UNSPSC Code': '42293521'}",[],1412952,2022-05-01 22:36:41.794463,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': '', 'description': 'Suction Canister 1500 mL Turret Lid', 'manufacturer': 'AG Industries', 'mpn': 'AG-1500', 'model': 'AG-1500', 'brand': {'@type': 'Thing', 'name': ''}}"
285,1110091,Dynarex 4675 - McKesson Medical-Surgical,Dynarex 4675 - McKesson Medical-Surgical,Suction Canister DynaVac™ 1200 mL Lid Dynarex 4675,683,,Suction Canister DynaVac™ 1200 mL Lid,"CANISTER, SUCTION EMS DYNAVAC 1200 (40/CS)",[],[],"['Durable plastic container system', 'Float shut-off with built-in filter', 'Foam guard and float valve ultrasonically welded in place', 'Port caps attached to lid', 'Patient port designed with 20° angle', 'fits wall mounts']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1110091', 'Manufacturer #': '4675', 'Brand': 'DynaVac™', 'Manufacturer': 'Dynarex', 'Country of Origin': 'Unknown', 'Application': 'Suction Canister', 'Material': 'Plastic', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}",[],1412952,2022-05-01 22:50:35.950792,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1110091.jpg', 'description': 'Suction Canister DynaVac™ 1200 mL Lid', 'manufacturer': 'Dynarex', 'mpn': '4675', 'model': '4675', 'brand': {'@type': 'Thing', 'name': 'DynaVac™'}}"
286,1205619,Dynarex 32221 - McKesson Medical-Surgical,Dynarex 32221 - McKesson Medical-Surgical,Suction Canister Dynarex Resp-02™ 1200 mL Float Valve Shut-Off Lid Dynarex 32221,683,,Suction Canister Dynarex Resp-02™ 1200 mL Float Valve Shut-Off Lid,"CANISTER, SCTN W/SHUT-OFF VALVE DISP 1200CC (30/CS)",[],[],"['3/16 Inch X 6 Foot / 3/16 Inch X 18 Inch Connector Tubing', 'Constructed from high-quality, durable polymer materials', 'Port caps are engineered to create a snuggle seal to prevent vacuum', 'Transparent canister features easy-to-read gradations for accurate monitoring', 'Not made with natural rubber latex or DEHP', 'Canister comes with a convenient lid equipped with a pour spout, vacuum, and patient port']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1205619', 'Manufacturer #': '32221', 'Brand': 'Dynarex Resp-02™', 'Manufacturer': 'Dynarex', 'Country of Origin': 'Unknown', 'Application': 'Suction Canister', 'Material': 'Plastic', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}",[],1412952,2022-05-01 22:50:39.791237,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': '', 'description': 'Suction Canister Dynarex Resp-02™ 1200 mL Float Valve Shut-Off Lid', 'manufacturer': 'Dynarex', 'mpn': '32221', 'model': '32221', 'brand': {'@type': 'Thing', 'name': 'Dynarex Resp-02™'}}"
287,1166717,McKesson Brand 16-43208-01 - McKesson Medical-Surgical,McKesson Brand 16-43208-01 - McKesson Medical-Surgical,Suction Canister McKesson 800 mL Pour Lid McKesson Brand 16-43208-01,683,,Suction Canister McKesson 800 mL Pour Lid,"CANISTER, SUCTION CRITICAL MEASUREMENT DISP 800ML (72/CS)",[],[],"['McKesson Disposable Suction Canisters with Critical Measurement', 'Designed for convenience by removing the need for a secondary waste liner', 'Lid attaches firmly to the canister, maximizing vacuum power and minimizing risk of leakage', 'Easy-to-read volume marks', 'Large patient label strip for convenient documentation', 'Reflux protector on patient port reduces contamination exposure risk', 'Features Vac-Gard® integrated filter shut-off valve includes a 0.3 micron bacterial eliminating filter effective in removing 99.9% of pseudomonas', 'Non-Sterile, Disposable', 'Latex-Free, DEHP-Free, and BPA-Free', 'For single use only', 'Not Made with Natural Rubber Latex', 'Packaged: 72 Per Case']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1166717', 'Manufacturer #': '16-43208-01', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister', 'Material': 'Polystyrene / Polyethylene', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}]",1412952,2022-05-01 22:35:52.282837,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1166717_front.jpg', 'description': 'Suction Canister McKesson 800 mL Pour Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43208-01', 'model': '16-43208-01', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
288,418274,Bemis Healthcare 1504 - McKesson Medical-Surgical,Bemis Healthcare 1504 - McKesson Medical-Surgical,Suction Canister Liner Quick-Fit™ 1500 mL Pour Lid Bemis Healthcare 1504,32,,Suction Canister Liner Quick-Fit™ 1500 mL Pour Lid,"LINER, SCTN YLW LID W/FLTR 1500CC (50/CS)",[],[],['Utilizes Hi–Flow™ filter/shut–off system'],"[1132473, 1132476, 1132474, 243810]","{'McKesson #': '418274', 'Manufacturer #': '1504', 'Brand': 'Quick-Fit™', 'Manufacturer': 'Bemis Healthcare', 'Country of Origin': 'Mexico', 'Application': 'Suction Canister Liner', 'UNSPSC Code': '42293514', 'Usage': 'Disposable'}",[],1412952,2022-05-01 22:44:51.011418,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/418274.jpg', 'description': 'Suction Canister Liner Quick-Fit™ 1500 mL Pour Lid', 'manufacturer': 'Bemis Healthcare', 'mpn': '1504', 'model': '1504', 'brand': {'@type': 'Thing', 'name': 'Quick-Fit™'}}"
289,898889,Surgical Specialties PPLUG4 - McKesson Medical-Surgical,Surgical Specialties PPLUG4 - McKesson Medical-Surgical,Eye Punctal Plug UltraPlug™ Silicone Permanent Cap Style 0.4 mm Diameter Surgical Specialties PPLUG4,23,,Eye Punctal Plug UltraPlug™ Silicone Permanent Cap Style 0.4 mm Diameter,PUNCTAL PLUG .4MM SIL 2/EA ULTRAPLUG ST 2-PRELO,[],[],"['With the use of the Ultraplug™ Punctal Plug, the eye is able to retain more of its own natural tears', 'Low-profile cap design virtually eliminates foreign body sensation', 'Surface-mounted plug ensures easy removal with jewelers forceps', 'Individually packaged and preloaded on a sterile, disposable inserter/dilator', 'Made of soft silicone utilizing single mode design to ensure pateient comfort', '2 per Box']","[981831, 981817, 981815, 981818]","{'McKesson #': '898889', 'Manufacturer #': 'PPLUG4', 'Brand': 'UltraPlug™', 'Manufacturer': 'Surgical Specialties', 'Country of Origin': 'Mexico', 'Application': 'Eye Punctal Plug', 'Color': 'Clear', 'Material': 'Silicone', 'Sterility': 'Sterile', 'Type': 'Preloaded Type', 'UNSPSC Code': '42294522', 'Usage': 'Single Patient Use'}",[],25972406,2022-05-01 22:41:37.072064,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Eye Punctal Plug', 'image': '', 'description': 'Eye Punctal Plug UltraPlug™ Silicone Permanent Cap Style 0.4 mm Diameter', 'manufacturer': 'Surgical Specialties', 'mpn': 'PPLUG4', 'model': 'PPLUG4', 'brand': {'@type': 'Thing', 'name': 'UltraPlug™'}}"
290,981817,Oasis 6612-D - McKesson Medical-Surgical,Oasis 6612-D - McKesson Medical-Surgical,Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Petite 1 mm Length 0.6 mm Diameter Oasis 6612-D,23,,Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Petite 1 mm Length 0.6 mm Diameter,"PLUG, EYE SILICONE PUNCTUM .6MM (6/BX)",[],[],"['Used in the treatment of dry eye syndrome', 'Other who may benefit are cataract patients, patients with arthritis, patients who take hypertension medication, contact wearers, allergy sufferers and those who suffer from any dry irritation', 'A distinctive low-profile cap', 'A softer, more flexible silicone maximizes patient comfort', '6 per Box']","[898889, 981831, 981815, 981818]","{'McKesson #': '981817', 'Manufacturer #': '6612-D', 'Brand': 'SOFT PLUG®', 'Manufacturer': 'Oasis', 'Country of Origin': 'Unknown', 'Application': 'Eye Punctal Plug', 'Color': 'Clear', 'Length': '1 mm Length', 'Material': 'Silicone', 'Size': 'Petite', 'Sterility': 'Sterile', 'Type': 'Preloaded Type', 'UNSPSC Code': '42294522', 'Usage': 'Single Patient Use'}",[],25972406,2022-05-01 22:39:33.520969,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Eye Punctal Plug', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/981917.jpg', 'description': 'Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Petite 1 mm Length 0.6 mm Diameter', 'manufacturer': 'Oasis', 'mpn': '6612-D', 'model': '6612-D', 'brand': {'@type': 'Thing', 'name': 'SOFT PLUG®'}}"
291,981831,Oasis 6613-D - McKesson Medical-Surgical,Oasis 6613-D - McKesson Medical-Surgical,Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Small 2 mm Length 0.7 mm Diameter Oasis 6613-D,23,,Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Small 2 mm Length 0.7 mm Diameter,"PLUG, EYE SILICONE PUNCTUM PERMANENT .7MM (6/BX)",[],[],"['Used in the treatment of dry eye syndrome', 'Other who may benefit are cataract patients, patients with arthritis, patients who take hypertension medication, contact wearers, allergy sufferers and those who suffer from any dry irritation', 'A distinctive low-profile cap', 'A softer, more flexible silicone maximizes patient comfort', '6 per Box']","[898889, 981817, 981815, 981818]","{'McKesson #': '981831', 'Manufacturer #': '6613-D', 'Brand': 'SOFT PLUG®', 'Manufacturer': 'Oasis', 'Country of Origin': 'Unknown', 'Application': 'Eye Punctal Plug', 'Color': 'Clear', 'Length': '2 mm Length', 'Material': 'Silicone', 'Size': 'Small', 'Sterility': 'Sterile', 'Type': 'Preloaded Type', 'UNSPSC Code': '42294522', 'Usage': 'Single Patient Use'}",[],25972406,2022-05-01 22:39:32.661242,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Eye Punctal Plug', 'image': '', 'description': 'Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Small 2 mm Length 0.7 mm Diameter', 'manufacturer': 'Oasis', 'mpn': '6613-D', 'model': '6613-D', 'brand': {'@type': 'Thing', 'name': 'SOFT PLUG®'}}"
292,981815,Oasis 6614-D - McKesson Medical-Surgical,Oasis 6614-D - McKesson Medical-Surgical,Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Medium 2 mm Length 0.8 mm Diameter Oasis 6614-D,20,,Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Medium 2 mm Length 0.8 mm Diameter,"PLUG, EYE SILICONE SOFT PUNCTUM .8MM (6/BX)",[],[],"['Used in the treatment of dry eye syndrome', 'Other who may benefit are cataract patients, patients with arthritis, patients who take hypertension medication, contact wearers, allergy sufferers and those who suffer from any dry irritation', 'A distinctive low-profile cap', 'A softer, more flexible silicone maximizes patient comfort', '6 per Box']","[898889, 981831, 981817, 981818]","{'McKesson #': '981815', 'Manufacturer #': '6614-D', 'Brand': 'SOFT PLUG®', 'Manufacturer': 'Oasis', 'Country of Origin': 'Unknown', 'Application': 'Eye Punctal Plug', 'Color': 'Clear', 'Length': '2 mm Length', 'Material': 'Silicone', 'Size': 'Medium', 'Sterility': 'Sterile', 'Type': 'Preloaded Type', 'UNSPSC Code': '42294522', 'Usage': 'Single Patient Use'}",[],25972406,2022-05-01 22:39:34.578366,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Eye Punctal Plug', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/981815.JPG', 'description': 'Eye Punctal Plug SOFT PLUG® Silicone Semi-Permanent Style Medium 2 mm Length 0.8 mm Diameter', 'manufacturer': 'Oasis', 'mpn': '6614-D', 'model': '6614-D', 'brand': {'@type': 'Thing', 'name': 'SOFT PLUG®'}}"
