sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,manufacturer
243809,,Default,virtual,Default Category,base,Canister,,"['An automatic overflow shutoff valve is located inside the\nlid to help prevent cross contamination of regulators and\nwall vacuum outlets', '90 degree adapters allow tubing to connect at right angles\nto help prevent kinking and impeded fluid flow', 'The locking lid encourages the proper disposal of collected\nwastes and enhances worker safety']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65651-395 - McKesson Medical-Surgical,,Canister Medi-Vac® Guardian™ 1200 mL Shut-Off Valve / Locking Lid Cardinal 65651-395,,,,,,,,,2022-05-01 22:46:31.524874,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
1200049,,Default,virtual,Default Category,base,Suction Canister Liner,,[],,,Taxable Goods,Not Visible Individually,0,,,,,DeRoyal PHESL-1500B - McKesson Medical-Surgical,,Suction Canister Liner SAFELINER® 1500 mL DeRoyal PHESL-1500B,,,,,,,,,2022-05-01 22:49:32.442152,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,DeRoyal
915905,,Default,virtual,Default Category,base,Suction Canister,,"['The snap-on lid is easy to attach to the Suction Canister\nand virtually impossible to remove', 'The new improved self-sealing filter increases flow by 20%\nover float types and eliminates back flow that damages the\nsuction regulator and system']",,,Taxable Goods,Not Visible Individually,0,,,,,Allied Healthcare 20-08-0003 - McKesson Medical-Surgical,,Suction Canister Allied® 1500 mL Stem Lid Allied Healthcare 20-08-0003,,,,,,,,,2022-05-01 22:37:14.238635,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Allied Healthcare
471662,,Default,virtual,Default Category,base,Suction Canister,,['Disposable Suction Canister only'],,,Taxable Goods,Not Visible Individually,0,,,,,Allied Healthcare S1160BA-RPL - McKesson Medical-Surgical,,Suction Canister Schuco® 800 mL Snap-On Lid Allied Healthcare S1160BA-RPL,,,,,,,,,2022-05-01 22:37:15.630804,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Allied Healthcare
1200048,,Default,virtual,Default Category,base,Suction Canister Liner,,[],,,Taxable Goods,Not Visible Individually,0,,,,,DeRoyal PHESL-1000B - McKesson Medical-Surgical,,Suction Canister Liner SAFELINER® 1000 mL DeRoyal PHESL-1000B,,,,,,,,,2022-05-01 22:49:33.463766,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,DeRoyal
274611,,Default,virtual,Default Category,base,Suction Canister,,"['An automatic overflow shutoff valve is located inside the\nlid to help prevent cross contamination of regulators and\nwall vacuum outlets', '90 degree adapters allow tubing to connect at right angles\nto help prevent kinking and impeded fluid flow', 'The locking lid encourages the proper disposal of collected\nwastes and enhances worker safety']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65651-220 - McKesson Medical-Surgical,,Suction Canister Medi-Vac® Guardian™ 2000 mL Shut-Off Valve / Locking Lid Cardinal 65651-220,,,,,,,,,2022-05-01 22:46:37.251615,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
979440,,Default,virtual,Default Category,base,Suction Canister,,[],,,Taxable Goods,Not Visible Individually,0,,,,,AG Industries AG18600-KIT2 - McKesson Medical-Surgical,,Suction Canister 800 mL AG Industries AG18600-KIT2,,,,,,,,,2022-05-01 22:36:25.075934,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,AG Industries
274612,,Default,virtual,Default Category,base,Suction Canister,,"['An automatic overflow shutoff valve is located inside the\nlid to help prevent cross contamination of regulators and\nwall vacuum outlets', '90 degree adapters allow tubing to connect at right angles\nto help prevent kinking and impeded fluid flow', 'The locking lid encourages the proper disposal of collected\nwastes and enhances worker safety', 'Accessory port and orthopedic port are included']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65651-230 - McKesson Medical-Surgical,,Suction Canister Medi-Vac® Guardian™ 3000 mL Shut-Off Valve / Locking Lid Cardinal 65651-230,,,,,,,,,2022-05-01 22:46:40.812060,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
483665,,Default,virtual,Default Category,base,Suction Canister,,['With filter and suction tubing'],,,Taxable Goods,Not Visible Individually,0,,,,,Laerdal Medical 883000 - McKesson Medical-Surgical,,Suction Canister 1200 mL Laerdal Medical 883000,,,,,,,,,2022-05-01 22:57:06.370300,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Laerdal Medical
1199202,,Default,virtual,Default Category,base,Suction Canister Liner,,['With Reflux Valve'],,,Taxable Goods,Not Visible Individually,0,,,,,Bemis Healthcare 1504RBM N - McKesson Medical-Surgical,,Suction Canister Liner Quick-Fit™ 1500 mL Yellow Lid Bemis Healthcare 1504RBM N,,,,,,,,,2022-05-01 22:44:03.879362,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Bemis Healthcare
1200043,,Default,virtual,Default Category,base,Suction Canister,,[],,,Taxable Goods,Not Visible Individually,0,,,,,DeRoyal PHER-1500B - McKesson Medical-Surgical,,Suction Canister 1500 cc Press On Lid DeRoyal PHER-1500B,,,,,,,,,2022-05-01 22:49:34.510147,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,DeRoyal
274618,,Default,virtual,Default Category,base,Suction Canister Liner,,"['Engineered for clinician safety, Flex Advantage® lids\ncontain integrated filters as well as one-way and shut-off\nvalves', 'Flex Advantage® disposable liners require the use of a\nreusable outer canister', 'Permanently attached lid']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65651-930C - McKesson Medical-Surgical,,Suction Canister Liner Medi-Vac® Flex Advantage® 3000 mL Float Valve Shut-Off Lid Cardinal 65651-930C,,,,,,,,,2022-05-01 22:46:49.539523,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
862675,,Default,virtual,Default Category,base,Suction Canister,,"['Contains a hydrophobic filter for protection against\noverflow and premature shut-off', 'Single Use', 'Suction canister and lid']",,,Taxable Goods,Not Visible Individually,0,,,,,Sunset Healthcare RES023S - McKesson Medical-Surgical,,Suction Canister 800 mL Sealing Lid Sunset Healthcare RES023S,,,,,,,,,2022-05-01 23:07:51.624482,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Sunset Healthcare
451321,,Default,virtual,Default Category,base,Suction Canister,,"['For use with 3/8 inch tubing set, and 7–14 mm vacurette®\ncannulae', 'See-through tissue trap provides easy visualization and\nidentification of tissue', 'Tightly sealed system after containers are capped, tissue\nand fluids can be transported for disposal away from patient\ncare areas', 'Compatible with all Berkeley VC® Systems', 'Safetouch® Collection System with tissue traps includes:\ntissue traps (10/pkg), Collection Suction Canisters\n(10/pkg), Collection Suction Canister Lids (10/pkg), Sets of\nSealing Caps (10/pkg)']",,,Taxable Goods,Not Visible Individually,0,,,,,Olympus America Inc 003984-901 - McKesson Medical-Surgical,,Suction Canister Berkeley® SafeTouch® Snap-On Lid Olympus America Inc 003984-901,,,,,,,,,2022-05-01 23:03:35.721380,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Olympus America Inc
230727,,Default,virtual,Default Category,base,Suction Canister Liner,,"['With 3/8 Inch orthopedic port', 'Permanently attached lids and a multifunctional lid tube\nhelp decrease the risk of fluid exposure and improve ease-\nof-use', 'Anti-foaming emulsion prevents froth formation and\naerosolization, reducing the risk of contaminant exposure', 'Integrated rotating lid tube promotes ease of set-up and is\ncost efficient']",,,Taxable Goods,Not Visible Individually,0,,,,,Amsino International 4304101 - McKesson Medical-Surgical,,Suction Canister Liner Receptal® 2000 mL NonPour Lid Amsino International 4304101,,,,,,,,,2022-05-01 22:37:41.378093,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Amsino International
864148,,Default,virtual,Default Category,base,Suction Canister,,"['Includes: suction Suction Canister, bacteria filter elbow\nconnector, 3-1/5 Inch suction tubing connector, 6 Foot\nsuction tubing']",,,Taxable Goods,Not Visible Individually,0,,,,,Sunset Healthcare RES026 - McKesson Medical-Surgical,,Suction Canister 800 mL Sealing Lid Sunset Healthcare RES026,,,,,,,,,2022-05-01 23:07:52.992900,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Sunset Healthcare
1200050,,Default,virtual,Default Category,base,Suction Canister Liner,,[],,,Taxable Goods,Not Visible Individually,0,,,,,DeRoyal PHESL-3000B - McKesson Medical-Surgical,,Suction Canister Liner SAFELINER® 3000 mL DeRoyal PHESL-3000B,,,,,,,,,2022-05-01 22:49:35.730059,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,DeRoyal
302348,,Default,virtual,Default Category,base,Suction Canister,,"['Polycarbonate Suction Canister/bracket assemblies have\npreattached tubing so you can connect them to disposable\nCRD™ liners', 'Built-in internal on-off valve', 'Wall to outer edge of Suction Canister: 9 Inch']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65652-516 - McKesson Medical-Surgical,,Suction Canister Medi-Vac® CRD™ 1500 mL Built-In On / Off Valve Lid Cardinal 65652-516,,,,,,,,,2022-05-01 22:46:52.263324,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
829961,,Default,virtual,Default Category,base,Vacuum Bottle,,"['Unassembled', 'Elbow with Integral Filter']",,,Taxable Goods,Not Visible Individually,0,,,,,Drive Medical 7305D-632 - McKesson Medical-Surgical,,Vacuum Bottle Vacu-Aide® QSU 800 mL Float Valve Shut-Off Lid Drive Medical 7305D-632,,,,,,,,,2022-05-01 22:49:55.309582,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Drive Medical
840955,,Default,virtual,Default Category,base,Suction Canister,,"['For small-volume use', 'Pour spout, vacuum and patient ports', 'Built-in critical measure', 'WARNING: Cancer and Reproductive Harm -\nwww.P65Warnings.ca.gov']",,,Taxable Goods,Not Visible Individually,0,,,,,Bemis Healthcare 8002K 055 - McKesson Medical-Surgical,,Suction Canister Hi-Flow™ 800 mL Float Valve Shut-Off Lid Bemis Healthcare 8002K 055,,,,,,,,,2022-05-01 22:44:04.431753,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Bemis Healthcare
835362,,Default,virtual,Default Category,base,Suction Canister,,"['Lid comes with auto shut-off float valve', 'Universal ports and size for use with most suction machines', '12 per Case']",,,Taxable Goods,Not Visible Individually,0,,,,,Drive Medical 610-12B - McKesson Medical-Surgical,,Suction Canister Drive Medical 800 mL Float Valve Shut-Off Lid Drive Medical 610-12B,,,,,,,,,2022-05-01 22:49:53.365028,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Drive Medical
416627,,Default,virtual,Default Category,base,Suction Canister,,"['Stand not included', 'Tough, shatter-resistant hard plastic Suction Canister\ncollects 12L. Sturdy, ergonomic handle and gradations allow\nfor viewing and measuring contents']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65651-120 - McKesson Medical-Surgical,,Suction Canister Medi-Vac® Guardian™ LVC 12 Liter Shut-Off Valve / Locking Lid Cardinal 65651-120,,,,,,,,,2022-05-01 22:47:01.411310,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
332896,,Default,virtual,Default Category,base,Suction Canister,,"['Polycarbonate Suction Canister/bracket assemblies have\npreattached tubing so you can connect them to disposable\nCRD™ liners', 'Has preattached bracket assembly with built-in on/off valve\nand preattached tubing for connection to disposable liner', 'Wall to outer edge of Suction Canister: 8 Inch']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65652-511 - McKesson Medical-Surgical,,Suction Canister Medi-Vac® CRD™ 1000 mL Built-In On / Off Valve Lid Cardinal 65652-511,,,,,,,,,2022-05-01 22:47:05.640694,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
230807,,Default,virtual,Default Category,base,Vacuum Bottle,,"['Disposable Suction Suction Canister', 'Graduated Suction Suction Canister/Vacuum Bottle for Use\nWith Model 172, 172BS, 172OS, 178', 'Used for Suction Collection']",,,Taxable Goods,Not Visible Individually,0,,,,,Mada Medical Products 178B - McKesson Medical-Surgical,,Vacuum Bottle 800 mL Snap-On Lid Mada Medical Products 178B,,,,,,,,,2022-05-01 22:57:25.557492,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Mada Medical Products
418276,,Default,virtual,Default Category,base,Suction Canister Liner,,['Utilizes Hi–Flow™ filter/shut–off system'],,,Taxable Goods,Not Visible Individually,0,,,,,Bemis Healthcare 3004 - McKesson Medical-Surgical,,Suction Canister Liner Quick-Fit™ 3000 mL Pour Lid Bemis Healthcare 3004,,,,,,,,,2022-05-01 22:44:05.597957,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Bemis Healthcare
816778,,Default,virtual,Default Category,base,Suction Canister,,[],,,Taxable Goods,Not Visible Individually,0,,,,,Laerdal Medical 886100 - McKesson Medical-Surgical,,Suction Canister 300 mL Laerdal Medical 886100,,,,,,,,,2022-05-01 22:57:08.498209,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Laerdal Medical
314310,,Default,virtual,Default Category,base,Suction Canister,,"['Allows use of up to four devices simultaneously', 'Eliminates changing Suction Canisters during heavy fluid\nprocedures', 'Fits any O.R. ring stand for easier transport']",,,Taxable Goods,Not Visible Individually,0,,,,,DeRoyal 5036-00 - McKesson Medical-Surgical,,Suction Canister Omni-Jug® 16 Liter Pop Top Lid DeRoyal 5036-00,,,,,,,,,2022-05-01 22:49:37.811922,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,DeRoyal
1200044,,Default,virtual,Default Category,base,Suction Canister,,"['May be used with a regulator, wall outlet or a central\nvacuum system', 'With two elbows, two solidifier pouches', 'Easy-to-read etched and printed gradations on both sides', 'Smudge-free surfaces', 'Plenty of space for marking patient information', 'Secure press-on lids stay on tightly during transport and\ndisposal, eliminating risks', 'Built-in pour spouts on all lids', 'Filtration of Staphyloccus aureus at 99.5 percent efficiency', 'A proven filter in lid to trap aerosolized microorganisms', 'Validated positive shut-off valve prevents overflow']",,,Taxable Goods,Not Visible Individually,0,,,,,DeRoyal PHER-2500B - McKesson Medical-Surgical,,Suction Canister 2500 mL Press-On Lid DeRoyal PHER-2500B,,,,,,,,,2022-05-01 22:49:36.905349,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,DeRoyal
986763,,Default,virtual,Default Category,base,Canister,,"['Engineered for high vacuum liposuction procedures', 'Excellent clarity for enhanced visualization and accuracy', 'Lids contain multiple ports for versatility and tandem set\nup', 'High performance filter and shutoff protects against\ncontamination and overflow']",,,Taxable Goods,Not Visible Individually,0,,,,,Bemis Healthcare 2000C 025 - McKesson Medical-Surgical,,Canister Contour™ 2000 mL Sealing Lid Bemis Healthcare 2000C 025,,,,,,,,,2022-05-01 22:44:08.152483,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Bemis Healthcare
780055,,Default,virtual,Default Category,base,Suction Canister,,['Transfer Tube and 6 Foot Harvest Tubing (3-TB-H2. ID 5/16\nInch and OD 1/2 Inch)'],,,Taxable Goods,Not Visible Individually,0,,,,,AG Industries S1160B - McKesson Medical-Surgical,,Suction Canister 800 mL Float Valve Shut-Off Lid AG Industries S1160B,,,,,,,,,2022-05-01 22:36:30.723618,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,AG Industries
360719,,Default,virtual,Default Category,base,Canister,,"['As a completely closed containment unit, it provides\nhealthcare providers with another protective barrier in the\noperating room against blood-borne pathogens', 'Tightly sealed system after containers are capped, tissue\nand fluids can be transported for disposal away from patient\ncare areas', 'Compatible with all Berkeley VC® Systems', 'The tightly sealed system allows use of capped containers to\ntransport tissue and fluids away from patient care areas for\ndisposal']",,,Taxable Goods,Not Visible Individually,0,,,,,Olympus America Inc 003987-901 - McKesson Medical-Surgical,,Canister SafeTouch® Snap-On Lid Olympus America Inc 003987-901,,,,,,,,,2022-05-01 23:03:37.704957,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Olympus America Inc
162706,,Default,virtual,Default Category,base,Suction Canister,,"['Hydrophobic rigid Suction Canisters provide superior\nprotection and maximum performance', 'With hydrophobic shutoff filter', 'Large pour spout allows easy emptying and provides an\nadaptor port for the specimen collection accessory', 'Attached port caps eliminate cap loss and allow quick,\nsecure capping', 'Tandem port for multiple Suction Canister connections', 'Vacuum port provides optimum flow rate and easy hookup', 'Translucent right angle connectors allow quick hookup,\nprevent kinked tubing and allow for visual inspection', 'Self-sealing lid provides a leak free seal when vacuum is\napplied', 'Large patient port ensures greater suction for maximum site\nclearance', 'Stepped patient port on lids allow direct patient tubing\nconnection']",,,Taxable Goods,Not Visible Individually,0,,,,,Bemis Healthcare 434410 - McKesson Medical-Surgical,,Suction Canister Hydrophobic 1200 mL Pour Lid Bemis Healthcare 434410,,,,,,,,,2022-05-01 22:44:09.953414,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Bemis Healthcare
702974,,Default,virtual,Default Category,base,Suction Canister Liner,,"['Innovative adhesive seal on lid keeps lid securely in place\nto help prevent leakage and spills once full', 'Spill-safe for clinicians', 'Enhanced flow rates allow for greater suction power in\nclinical settings', 'Canisters are nested for efficient packaging and storage', 'Self-aligning lid allows for quick and easy lid assembly']",,,Taxable Goods,Not Visible Individually,0,,,,,DeRoyal 71-1000BR - McKesson Medical-Surgical,,Suction Canister Liner SafeLiner® 1000 mL Sealing Lid DeRoyal 71-1000BR,,,,,,,,,2022-05-01 22:49:38.713548,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,DeRoyal
501257,,Default,virtual,Default Category,base,Suction Canister,,"['Suction Canister for wall mount', 'Reusable polycarbonate Suction Canister/bracket assembly for\nuse with disposable CRD™ line', 'Bracket assembly has preattached tubing for connection to\ndisposable liner', 'Wall to outer edge of Suction Canister: 9 Inch']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65652-518 - McKesson Medical-Surgical,,Suction Canister Medi-Vac® CRD™ 1500 mL Without Lid Cardinal 65652-518,,,,,,,,,2022-05-01 22:47:23.992274,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
787320,,Default,virtual,Default Category,base,Suction Canister Liner,,"['Color coded for less confusion', 'Overflow protection/bacteria filter in each liner', 'Liner can be removed from canister independently from vacuum\ntubing', 'Without solidifier']",,,Taxable Goods,Not Visible Individually,0,,,,,Medela 0770086 - McKesson Medical-Surgical,,Suction Canister Liner Medela 2500 mL Lid Medela 0770086,,,,,,,,,2022-05-01 22:59:13.451094,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Medela
254758,,Default,virtual,Default Category,base,Suction Canister,,"['Preattached tubing on our reusable polycarbonate Suction\nCanister/bracket assemblies allows you to easily connect\nthem to disposable Flex Advantage® liners', 'With an internal auto on-off valve with bracket assembly', 'Wall to outer edge of Suction Canister: 8-½ Inch']",,,Taxable Goods,Not Visible Individually,0,,,,,Cardinal 65652-616 - McKesson Medical-Surgical,,Suction Canister Flex Advantage® 1500 mL Without Lid Cardinal 65652-616,,,,,,,,,2022-05-01 22:47:24.962260,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Cardinal
263196,,Default,virtual,Default Category,base,Suction Canister,,"['Easy to read volume marks', 'Large patient label strip for convenient documentation', 'Suction Canister “T%XE2%X80? designates vacuum source\nconnection to simplify Suction Canister set up']",,,Taxable Goods,Not Visible Individually,0,,,,,Amsino International 4344501 - McKesson Medical-Surgical,,Suction Canister Receptal® 2100 mL Without Lid Amsino International 4344501,,,,,,,,,2022-05-01 22:37:46.206887,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Amsino International
184906,,Default,virtual,Default Category,base,Vacuum Bottle,,"['Easy to read calibrations — critical care measurements on\n1100 model', 'Soft lid for ease of sealing — seals with a snap', 'Removable patient tubing inlet – horizontal to help prevent\nocclusion of tubing', 'Large pour spout can serve as an accessory port when\nspecimen collection is required', 'Port can be capped to make a closed system']",,,Taxable Goods,Not Visible Individually,0,,,,,Allied Healthcare 01-90-3695 - McKesson Medical-Surgical,,Vacuum Bottle Gomco® 1100 mL Press On Lid Allied Healthcare 01-90-3695,,,,,,,,,2022-05-01 22:37:22.125174,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Allied Healthcare
579397,,Default,virtual,Default Category,base,Suction Canister,,['Float Valve Shut-Off'],,,Taxable Goods,Not Visible Individually,0,,,,,Contemporary Products 2-8002-055 - McKesson Medical-Surgical,,Suction Canister Bemis Healthcare 800 mL Float Valve Shut-Off Lid Contemporary Products 2-8002-055,,,,,,,,,2022-05-01 22:47:19.843687,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Contemporary Products
