,_id,product,material,details,media,specifications,packagingDetails,documents
206,MDPPBDCP5410A,"{'productId': 'Z05-PF162624', 'details': {'longDescription': '<ul><li> Hydrocolloid base is gentle on skin and prevents epidermal stripping</li><li> No skin residue after removal</li><li> Allows easy repositioning of cannula or tubes</li><li> Can also be used as a feeding tube securement device</li><li> Serves as a skin barrier when used without the hook-and-loop closure</li></ul>', 'displayName': 'Septal-H Gentle Cannula Stabilization Devices', 'url': '/product/Septal-H-Gentle-Cannula-Stabilization-Devices/Monitored-Anesthesia-Care/Z05-PF162624', 'manufacturer': 'SUNMED'}}",PBDCP5410A,"{'isLatexFree': True, 'mfrProdNum': '5410A', 'salesUOM': 'BX', 'displayName': 'Septal-H Cannula Stabilization Device, Neonatal', 'packagingStringLong': '20 Each / box', 'url': '/sku/item/MDPPBDCP5410A', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'SUNMED', 'packagingStringShort': '20/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/PBD/PBDCP5410A_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 2.289, 'casePack': '20 Each / box', 'volume': 0.007, 'grossWeight': 0.032, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 2.289, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2.289}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 11.8, 'casePack': '', 'volume': 0.129, 'grossWeight': 0.65, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 8.6, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 20, 'height': 2.2}]",
207,MDPSGR10291,"{'productId': 'Z05-PF106776', 'details': {'longDescription': '<ul><li> SILVERSQ wound gel contains silver, which helps inhibit the growth of microorganisms </li><li> These include Staphylococcus aureus, Pseudomonas aeruginosa, E. coli, MRSA, VRE, Candida albicans, and other antibiotic-resistant bacteria</li><li> This water-based gel is indicated for use in 1st and 2nd degree burns, lacerations, abrasions, skin tears, surgical incision sites, graft sites, and donor sites</li><li> Plus, stasis ulcers, pressure ulcers, diabetic ulcers, and device insertion site wounds</li><li> Clear gel does not obscure wounds from view and does not cause discoloration of the site</li></ul>', 'displayName': 'SteriGear SILVERSQ Antibacterial Wound Dressing Gel', 'url': '/product/SteriGear-SILVERSQ-Antibacterial-Wound-Dressing-Gel/Antimicrobial-Gel/Z05-PF106776', 'manufacturer': 'STERIGEAR LLC'}}",SGR10291,"{'isLatexFree': True, 'mfrProdNum': '10291', 'salesUOM': 'BX', 'displayName': 'SILVERSQ Antibacterial Wound Dressing Gel, 1.0 oz.', 'packagingStringLong': '24 Each / box', 'hcpcsCode': 'NO GOVERNMENT OR SUPPLIER HCPCS CODE VERIFICATION', 'url': '/sku/item/MDPSGR10291', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'STERIGEAR LLC', 'packagingStringShort': '24/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/SGR10291.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42311545']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '24 Each / box', 'volume': 0, 'grossWeight': 0.04, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 12, 'casePack': '', 'volume': 0.278, 'grossWeight': 0.96, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 10, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 24, 'height': 4}]",
208,MDPMDS194096B,"{'productId': 'Z05-PF00319', 'details': {'longDescription': '<ul><li> Available in a variety of sizes</li><li> Wall mountable, horizontal or vertical</li><li> Mounting hardware not included</li><li> Medline logo on outer finish</li></ul>', 'displayName': 'Horizontal- or Vertical-Mount Clear Plastic Glove Dispensers', 'url': '/product/Horizontal-or-Vertical-Mount-Clear-Plastic-Glove-Dispensers/Dispensers/Z05-PF00319', 'manufacturer': 'MEDLINE'}}",MDS194096B,"{'isLatexFree': True, 'mfrProdNum': 'MDS194096B', 'salesUOM': 'CS', 'displayName': 'Plastic Quad Glove Box Holder', 'packagingStringLong': '4 Each / Case', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMDS194096B', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '4/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDS/MDS194096B_PRI05.JPG'}]","[{'name': 'Depth Inches', 'value': ['3.75 ""']}, {'name': 'Dispenser Type', 'value': ['Glove']}, {'name': 'Height Inches', 'value': ['10 ""']}, {'name': 'Holding Qty', 'value': ['Quad']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['PetG Plastic']}, {'name': 'UNSPSC', 'value': ['42132201']}, {'name': 'Width Inches', 'value': ['22.25""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 9.782, 'casePack': '4 Each / Case', 'volume': 0.542, 'grossWeight': 2, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 9.782, 'gtinAndUpc': '10884389105580', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 9.782}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 8.7, 'casePack': '', 'volume': 1.6360000000000001, 'grossWeight': 5.15, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 12.5, 'gtinAndUpc': '40884389105581', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 4, 'height': 26}]","[{'name': 'LIT507FRCA_BRO_Canadian Acute Exam G.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT507FRCA_BRO_Canadian Acute Exam G.pdf'}]"
209,MDPCAQSC08HGV,"{'productId': 'Z05-PF153265', 'details': {'longDescription': '<ul><li> For safe and effective, closed immediate-use steam sterilization</li><li> May be used for gravity displacement and pre-vacuum steam immediate-use sterilization</li></ul>', 'displayName': 'FlashTite Containers', 'url': '/product/FlashTite-Containers/Containers-Trays/Z05-PF153265', 'manufacturer': 'CASE MEDICAL INC.'}}",CAQSC08HGV,"{'isLatexFree': True, 'mfrProdNum': 'SC08HGV', 'salesUOM': 'EA', 'displayName': 'FlashTite Container with Lid, Half Size, 8"" H', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPCAQSC08HGV', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'CASE MEDICAL INC.', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/CAQ/CAQSC08HGV_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 16, 'casePack': '1 Each / Each', 'volume': 1.292, 'grossWeight': 7.5, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 15.5, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 9}]",
210,MDPWAG1V11ASA,"{'productId': 'Z05-PF66395', 'details': {'longDescription': '<ul><li> Ideal for smaller loads such as minor sets and D&amp;C\'s</li><li> Coordinate the colors of all your trays by customizing the color of the handle and ID label</li><li> Organizing sets by procedure with color coding helps promote best practices and helps improve efficiency</li><li> Available in various heights to suit your needs</li><li> Images shown are some examples of the color options; contact your Medline Sales Representative for more information</li><li> <a href="" https://www.medline.com/product/Half-Steriset-Sterilization-Containers/Sterilization-Containers/Z05-PF66395#mrkMore "" target=""_blank""> Learn more about SteriSet Sterilization Containers</a></li></ul>', 'displayName': 'Steriset Half-Size Sterilization Containers', 'url': '/product/Steriset-Half-Size-Sterilization-Containers/Sterilization-Containers/Z05-PF66395', 'manufacturer': 'MEDLINE'}}",WAG1V11ASA,"{'isLatexFree': True, 'mfrProdNum': 'WAG1V11ASA', 'salesUOM': 'EA', 'displayName': 'Steriset Sterilization Container with Flat Bottom and Aluminum Lid, Half-Size, Gray Handle, 12"" x 10.75"" x 4.5""', 'description': 'Cost-Effective Steriset&reg; Containers Are Safe, Secure and Reusable. These sterilization containers have a solid double lid for maximum protection during transport and complete hygienic security. The ThermoLock locking system eliminates the need for disposable, tamper-evident locks/arrows; and the automatic valve eliminates disposable filters, assuring reliable, economical sterilization. Models with temperature-activated condensate drains remove excess condensation from the container.  Color Code Your Steriset Containers. If you wish to, you can order Steriset containers with colored lids or handles instead of the standard gray. This may help you categorize your containers by procedure or operating team. To specify a color other than gray, simply substitute the correct letter in the order number. (Note: Stainless steel lids cannot be colored. Color-coding Steriset lids or handles adds 6-8 weeks to delivery.) Example: WAG2VC17ASA (container with standard gray lid and handles). To order Colored Handles: Replace the &quot;S&quot; with: R=Red; Y=Yellow; K=Black; B=Blue; W=White; O=Orange; G=Green; N=Brown. Example: WAG2VC17ARA (container with red handles). To Order a Colored Lid: Replace the &quot;A&quot; with: R=Red; Y=Yellow; B=Blue; P=Purple; G=Green. Example: WAG2VC17RSA (container with red lid). Half Size Steriset Containers Ideal for smaller loads, such as minor sets, D&amp;Cs, etc. Aluminum lids. Flat Bottom. Dimensions: 12&quot;L x 10 3/4&quot;W x 4 1/2&quot;H (30cm x 27cm x 11cm)', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPWAG1V11ASA', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/WAG/WAG1V11ASA_PRI03.JPG'}]","[{'name': 'Color', 'value': ['Silver']}, {'name': 'Green Product', 'value': ['Yes']}, {'name': 'Handle Color', 'value': ['Grey']}, {'name': 'Instrument Family', 'value': ['Steriset']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['Aluminum & Stainless Steel']}, {'name': 'Product Name', 'value': ['Steriset Container']}, {'name': 'Product Use', 'value': ['Steam Sterilization']}, {'name': 'Type of Instrument', 'value': ['Container']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 11.811, 'casePack': '1 Each / Each', 'volume': 0.9500000000000001, 'grossWeight': 6.834, 'netWeight': 0.001, 'uom': 'EA', 'salesUom': True, 'width': 12.795, 'gtinAndUpc': '10080196458332', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 7.677}]","[{'name': 'LIT498R_BRO_Steriset Containers_19W5.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT498R_BRO_Steriset Containers_19W5.pdf'}, {'name': 'LITne21107_PST_Steriset Repair_19W16.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITne21107_PST_Steriset Repair_19W16.pdf'}, {'name': 'MPL_Konig_Catalog_Revised_Cover.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/MPL_Konig_Catalog_Revised_Cover.pdf'}]"
211,MDPWGNBKWLTRLID,"{'productId': 'Z05-PF19720', 'details': {'longDescription': '<ul><li> Two basket system allows for ease of use</li><li> Lid sold separately</li></ul>', 'displayName': 'Universal Ring Retractor Sterilization Containers', 'url': '/product/Universal-Ring-Retractor-Sterilization-Containers/Sterilization-Containers/Z05-PF19720', 'manufacturer': 'MEDLINE'}}",WGNBKWLTRLID,"{'isLatexFree': True, 'mfrProdNum': 'WGNBKWLTRLID', 'salesUOM': 'EA', 'displayName': 'Rudolf Storz, Tray cover stainless steel, 540 x 253 mm, Our company does not have a cleaning validation for this item.', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPWGNBKWLTRLID', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/WGNBKWLTRLID.jpg'}]","[{'name': 'Instrument Family', 'value': ['Lid']}, {'name': 'Instrument Grade', 'value': ['Aluminum']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['Aluminum']}, {'name': 'Perforated Basket', 'value': ['No']}, {'name': 'Product Name', 'value': ['Steriset Container']}, {'name': 'Product Type', 'value': ['Lids']}, {'name': 'Product Use', 'value': ['Lid']}, {'name': 'Type of Instrument', 'value': ['Container Part']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 21.5, 'casePack': '1 Each / Each', 'volume': 0.065, 'grossWeight': 2.362, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 10.5, 'gtinAndUpc': '10888277664203', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.5}]",
212,MDPCFU2812F25,"{'productId': 'Z05-PF57002', 'details': {'longDescription': '<ul><li> Permanent barrier separates nasal prongs for simultaneous O2 inhalation and end-tidal gas sampling </li><li> Can deliver O2 to one nostril while sampling CO2 from the other for more accurate ETCO2 readings</li><li> Crush-resistant tubing prevents occlusion and kinking</li><li> Clear to allow unobstructed observation</li><li> Soft for patient comfort</li></ul>', 'displayName': 'Vyaire AirLife ETCO2 Sampling Cannulas', 'url': '/product/Vyaire-AirLife-ETCO2-Sampling-Cannulas/Cannulas-Tubing/Z05-PF57002', 'manufacturer': 'VYAIRE MEDICAL, INC.'}}",CFU2812F25,"{'isLatexFree': True, 'mfrProdNum': '2812F-25', 'salesUOM': 'CS', 'displayName': ""Adult Female ETCO2 Cannula, 7'"", 'packagingStringLong': '25 Each / Case', 'hcpcsCode': 'NO GOVERNMENT OR SUPPLIER HCPCS CODE VERIFICATION', 'url': '/sku/item/MDPCFU2812F25', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'VYAIRE MEDICAL, INC.', 'packagingStringShort': '25/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/CFU/CFU2812F25_PRI03.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 4, 'casePack': '25 Each / Case', 'volume': 0.01, 'grossWeight': 0.227, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 3, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 1.5}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 11.1, 'casePack': '', 'volume': 0.5710000000000001, 'grossWeight': 4.7, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 10.1, 'gtinAndUpc': '50885403244931', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 8.8}]",
213,MDPMDS193099B,"{'productId': 'Z05-PF00319', 'details': {'longDescription': '<ul><li> Available in a variety of sizes</li><li> Wall mountable, horizontal or vertical</li><li> Mounting hardware not included</li><li> Medline logo on outer finish</li></ul>', 'displayName': 'Horizontal- or Vertical-Mount Clear Plastic Glove Dispensers', 'url': '/product/Horizontal-or-Vertical-Mount-Clear-Plastic-Glove-Dispensers/Dispensers/Z05-PF00319', 'manufacturer': 'MEDLINE'}}",MDS193099B,"{'isLatexFree': True, 'mfrProdNum': 'MDS193099B', 'salesUOM': 'CS', 'displayName': 'Plastic Triple Glove Box Holder, 100-Count Box Compatible', 'packagingStringLong': '6 Each / Case', 'url': '/sku/item/MDPMDS193099B', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '6/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDS/MDS193099B_PRI01.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MDS/MDS193099B_HRE02.JPG'}]","[{'name': 'Dispenser Type', 'value': ['Glove']}, {'name': 'Holding Qty', 'value': ['Triple']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['PetG Plastic']}, {'name': 'UNSPSC', 'value': ['42132201']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0, 'casePack': '6 Each / Case', 'volume': 0, 'grossWeight': 0.001, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0, 'gtinAndUpc': '10888277675131', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 0.001, 'casePack': '', 'volume': 0, 'grossWeight': 0.001, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 0.001, 'gtinAndUpc': '20888277675138', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 6, 'height': 0.001}]",
214,MDPSHE704018100,"{'productId': 'Z05-PF46834', 'details': {'longDescription': 'Adult Spacelabs Healthcare CO2 ORAL/NASAL CANNULA W /O2.', 'displayName': 'Nasal CO2 Cannulas', 'url': '/product/Nasal-CO2-Cannulas/Cannulas-Tubing/Z05-PF46834', 'manufacturer': 'Various Manufacturers / Suppliers'}}",SHE704018100,"{'mfrProdNum': '704-0181-00', 'salesUOM': 'CS', 'displayName': 'Nasal Cannula, Adult, Divided', 'packagingStringLong': '25 Each / Case', 'hcpcsCode': 'NO GOVERNMENT OR SUPPLIER HCPCS CODE VERIFICATION', 'url': '/sku/item/MDPSHE704018100', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'SPACELABS HEALTHCARE LLC', 'packagingStringShort': '25/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/SHE704018100.jpg'}]","[{'name': 'Latex Free', 'value': ['No']}, {'name': 'UNSPSC', 'value': ['42272229']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '25 Each / Case', 'volume': 0, 'grossWeight': 0.2, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 14, 'casePack': '', 'volume': 1.167, 'grossWeight': 5, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 12, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 12}]",
215,MDPVRMCD35B,"{'productId': 'Z05-PF198439', 'details': {'longDescription': '<ul><li> Container system manufactured with anodized aluminum to help protect and maintain sterility of surgical instrumentation</li><li> Single-use, disposable filter</li><li> Tamper-evident arrows</li><li> Stackable</li></ul>', 'displayName': 'V. Mueller Genesis Sterilization Container Systems', 'url': '/product/V-Mueller-Genesis-Sterilization-Container-Systems/Sterilization-Containers/Z05-PF198439', 'manufacturer': 'V. MUELLER'}}",VRMCD35B,"{'isLatexFree': True, 'mfrProdNum': 'CD3-5B', 'salesUOM': 'EA', 'displayName': 'Full-Length Sterilization Container with Perforated Bottom, 23.1"" x 12.4"" x 5.3"" Exterior, MSPV/Government Only', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPVRMCD35B', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'V. MUELLER', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/VRMCD35B.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 22, 'casePack': '1 Each / Each', 'volume': 0.917, 'grossWeight': 2, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 12, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 6}]",
216,MDPSHE704018000,"{'productId': 'Z05-PF46834', 'details': {'longDescription': 'Adult Spacelabs Healthcare CO2 ORAL/NASAL CANNULA W /O2.', 'displayName': 'Nasal CO2 Cannulas', 'url': '/product/Nasal-CO2-Cannulas/Cannulas-Tubing/Z05-PF46834', 'manufacturer': 'Various Manufacturers / Suppliers'}}",SHE704018000,"{'mfrProdNum': '704-0180-00', 'salesUOM': 'CS', 'displayName': 'Nasal Cannula, Pediatric, Divided', 'packagingStringLong': '25 Each / Case', 'hcpcsCode': 'NO GOVERNMENT OR SUPPLIER HCPCS CODE VERIFICATION', 'url': '/sku/item/MDPSHE704018000', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'SPACELABS HEALTHCARE LLC', 'packagingStringShort': '25/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/SHE704018000.jpg'}]","[{'name': 'Latex Free', 'value': ['No']}, {'name': 'UNSPSC', 'value': ['42272229']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '25 Each / Case', 'volume': 0, 'grossWeight': 0.2, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 14.1, 'casePack': '', 'volume': 0.377, 'grossWeight': 3.65, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 7, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 6.6}]",
217,MDPMDR907290,"{'productId': 'Z05-PF69556', 'details': {'longDescription': '<ul><li> Stainless steel construction with 3"" whisper-glide casters</li><li> Trendelenburg may be created from either side of basket </li><li> Dimensions: 31L x 17-1/2W x 37-3/4""H </li><li> Extender shelf option available (MDR7028EX)</li><li> Basket and mattress not included</li></ul>', 'displayName': 'Stainless Steel Bassinets', 'url': '/product/Stainless-Steel-Bassinets/Bassinets/Z05-PF69556', 'manufacturer': 'NOVUM MEDICAL PRODUCTS'}}",MDR907290,"{'mfrProdNum': 'NB-SSXDC', 'salesUOM': 'EA', 'displayName': 'Closed Bassinet with Drawer', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMDR907290', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'NOVUM MEDICAL PRODUCTS', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDR/MDR907290_PRI02.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MDR/MDR907290_HRE03.JPG'}]","[{'name': 'Cabinet', 'value': ['Yes']}, {'name': 'Latex Free', 'value': ['No']}, {'name': 'Material', 'value': ['Stainless Steel']}, {'name': 'Number of Drawers', 'value': ['1']}, {'name': 'Portable', 'value': ['Yes']}, {'name': 'Shelf-Drawer Configuration', 'value': ['1 Drawer, 1 Shelf']}, {'name': 'Shelves', 'value': ['1']}, {'name': 'UNSPSC', 'value': ['42191803']}, {'name': 'Wheels Included', 'value': ['Yes']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 45, 'casePack': '1 Each / Each', 'volume': 50, 'grossWeight': 105, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 40, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 48}]","[{'name': 'LITRETIRED LIT - 701R_CAT_Capital Eq.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITRETIRED LIT - 701R_CAT_Capital Eq.pdf'}]"
218,MDPPED54,"{'productId': 'Z05-PF08433', 'details': {'longDescription': '<ul><li> Design allows close approach from both sides</li><li> Basket can be raised at either end</li><li> 3"" Double ball bearing swivel casters on frames</li><li> Easy to clean</li></ul>', 'displayName': 'Pedigo Bassinet', 'url': '/product/Pedigo-Bassinet/Bassinets/Z05-PF08433', 'manufacturer': 'PEDIGO PRODUCTS INC'}}",PED54,"{'isLatexFree': True, 'mfrProdNum': '54', 'salesUOM': 'EA', 'displayName': 'Bassinet Pad, 12.5"" x 26.5"" x 1""', 'description': 'BASSINET PAD ONLY  Bringing You Closer To Home is a registered trademark of Medline Industries, Inc.', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPPED54', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'PEDIGO PRODUCTS INC', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/PED/PED54_PRI03.JPG'}]","[{'name': 'Cabinet', 'value': ['No']}, {'name': 'Color', 'value': ['White']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['Foam']}, {'name': 'UNSPSC', 'value': ['42191810']}, {'name': 'Unit Compatibility', 'value': ['Pedigo Bassinets-contact rep']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 12, 'casePack': '1 Each / Each', 'volume': 0.389, 'grossWeight': 1, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 2, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 28}]","[{'name': 'LITRETIRED LIT - 701R_CAT_Capital Eq.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITRETIRED LIT - 701R_CAT_Capital Eq.pdf'}]"
